,lat,lon,mci,neighbourhood,occurrencedate,occurrenceday,occurrencehour,occurrencemonth,occurrenceyear,offence,premisetype,reporteddate,reportedday,reporteddayofweek,reporteddayofyear,reportedhour,reportedmonth,reportedyear
0,43.6684494,-79.3430939,Robbery,North Riverdale (68),1398338940000,24.0,11,April,2014.0,Robbery - Mugging,Commercial,1398343560000,24,Thursday  ,114,12,April,2014
1,43.759285,-79.5079269,Break and Enter,Black Creek (24),1398344400000,24.0,13,April,2014.0,B&E,House,1398355080000,24,Thursday  ,114,15,April,2014
2,43.6975517,-79.5016632,Assault,Brookhaven-Amesbury (30),1398432000000,25.0,13,April,2014.0,Assault,Apartment,1398433920000,25,Friday    ,115,13,April,2014
3,43.7217026,-79.5715103,Assault,Rexdale-Kipling (4),1398358800000,24.0,17,April,2014.0,Assault,Outside,1398421800000,25,Friday    ,115,10,April,2014
4,43.6638908,-79.5034866,Assault,Lambton Baby Point (114),1398441600000,25.0,16,April,2014.0,Assault,Apartment,1398442500000,25,Friday    ,115,16,April,2014
5,43.6573067,-79.3734589,Assault,Moss Park (73),1398465000000,25.0,22,April,2014.0,Assault,Apartment,1398465720000,25,Friday    ,115,22,April,2014
6,43.6663628,-79.3166046,Assault,Woodbine Corridor (64),1399081560000,3.0,1,May,2014.0,Assault,Outside,1399088520000,3,Saturday  ,123,3,May,2014
7,43.6581116,-79.4020233,Assault,University (79),1399092240000,3.0,4,May,2014.0,Assault With Weapon,Outside,1399092240000,3,Saturday  ,123,4,May,2014
8,43.6581116,-79.4020233,Assault,University (79),1399092240000,3.0,4,May,2014.0,Assault With Weapon,Outside,1399092240000,3,Saturday  ,123,4,May,2014
9,43.6581116,-79.4020233,Assault,University (79),1399092240000,3.0,4,May,2014.0,Assault With Weapon,Outside,1399092240000,3,Saturday  ,123,4,May,2014
10,43.6581116,-79.4020233,Assault,University (79),1399092240000,3.0,4,May,2014.0,Assault With Weapon,Outside,1399092240000,3,Saturday  ,123,4,May,2014
11,43.6581116,-79.4020233,Assault,University (79),1399092240000,3.0,4,May,2014.0,Assault With Weapon,Outside,1399092240000,3,Saturday  ,123,4,May,2014
12,43.6581116,-79.4020233,Assault,University (79),1399092240000,3.0,4,May,2014.0,Assault Bodily Harm,Outside,1399092240000,3,Saturday  ,123,4,May,2014
13,43.768856,-79.4669266,Assault,Bathurst Manor (34),1389094140000,7.0,11,January,2014.0,Assault - Resist/ Prevent Seiz,Other,1389094140000,7,Tuesday   ,7,11,January,2014
14,43.8078041,-79.2155991,Assault,Malvern (132),1389107340000,7.0,15,January,2014.0,Assault With Weapon,Apartment,1389107340000,7,Tuesday   ,7,15,January,2014
15,43.641552,-79.4745407,Break and Enter,High Park-Swansea (87),1389034800000,6.0,19,January,2014.0,B&E,Other,1389125160000,7,Tuesday   ,7,20,January,2014
16,43.6951332,-79.3034821,Assault,Taylor-Massey (61),1392651000000,17.0,15,February,2014.0,Assault,Apartment,1392732540000,18,Tuesday   ,49,14,February,2014
17,43.7604637,-79.5097809,Assault,Black Creek (24),1388545080000,1.0,2,January,2014.0,Assault,Apartment,1388545080000,1,Wednesday ,1,2,January,2014
18,43.65588,-79.3632202,Assault,Regent Park (72),1388574060000,1.0,11,January,2014.0,Assault Bodily Harm,Outside,1388574540000,1,Wednesday ,1,11,January,2014
19,43.6639061,-79.3841553,Robbery,Church-Yonge Corridor (75),1388545200000,1.0,3,January,2014.0,Robbery - Business,Commercial,1388587980000,1,Wednesday ,1,14,January,2014
20,43.6500702,-79.3968811,Break and Enter,Kensington-Chinatown (78),1388572200000,1.0,10,January,2014.0,B&E,Commercial,1388664960000,2,Thursday  ,2,12,January,2014
21,43.66465,-79.3805237,Assault,Church-Yonge Corridor (75),1388541600000,1.0,2,January,2014.0,Assault,Commercial,1388686320000,2,Thursday  ,2,18,January,2014
22,43.699131,-79.2543335,Assault,Birchcliffe-Cliffside (122),1389096000000,7.0,12,January,2014.0,Assault With Weapon,Apartment,1389098460000,7,Tuesday   ,7,12,January,2014
23,43.7494888,-79.5327911,Theft Over,Humbermede (22),1389262680000,9.0,10,January,2014.0,Theft Over,Commercial,1389262680000,9,Thursday  ,9,10,January,2014
24,43.6724319,-79.3341904,Break and Enter,South Riverdale (70),1389890400000,16.0,16,January,2014.0,B&E,House,1389890400000,16,Thursday  ,16,16,January,2014
25,43.7736168,-79.2611313,Assault,Bendale (127),1389913200000,16.0,23,January,2014.0,Assault,Outside,1389913200000,16,Thursday  ,16,23,January,2014
26,43.6878204,-79.4349365,Assault,Oakwood Village (107),1390063500000,18.0,16,January,2014.0,Assault With Weapon,House,1390085160000,18,Saturday  ,18,22,January,2014
27,43.6580772,-79.3847122,Assault,Bay Street Corridor (76),1390086720000,18.0,23,January,2014.0,Assault,Commercial,1390086720000,18,Saturday  ,18,23,January,2014
28,43.6449547,-79.397644,Assault,Waterfront Communities-The Island (77),1390011600000,18.0,2,January,2014.0,Assault,Commercial,1390051800000,18,Saturday  ,18,13,January,2014
29,43.7659111,-79.5196915,Assault,Black Creek (24),1390466700000,23.0,8,January,2014.0,Assault,Apartment,1390477320000,23,Thursday  ,23,11,January,2014
30,43.7659111,-79.5196915,Assault,Black Creek (24),1390466700000,23.0,8,January,2014.0,Assault With Weapon,Apartment,1390477320000,23,Thursday  ,23,11,January,2014
31,43.7496948,-79.2644653,Assault,Bendale (127),1390582800000,24.0,17,January,2014.0,Assault,Apartment,1390582800000,24,Friday    ,24,17,January,2014
32,43.7637062,-79.5136261,Robbery,Black Creek (24),1391815800000,7.0,23,February,2014.0,Robbery - Swarming,Outside,1391816520000,7,Friday    ,38,23,February,2014
33,43.7564392,-79.3607712,Theft Over,St.Andrew-Windfields (40),1391863680000,8.0,12,February,2014.0,Theft Over,Commercial,1391863680000,8,Saturday  ,39,12,February,2014
34,43.663723,-79.3705215,Break and Enter,Cabbagetown-South St.James Town (71),1391872860000,8.0,15,February,2014.0,B&E W'Intent,Apartment,1391872860000,8,Saturday  ,39,15,February,2014
35,43.7666092,-79.1856613,Assault,West Hill (136),1391889600000,8.0,20,February,2014.0,Assault With Weapon,Outside,1391907960000,9,Sunday    ,40,1,February,2014
36,43.6943665,-79.2736511,Assault,Oakridge (121),1391905800000,9.0,0,February,2014.0,Assault,Apartment,1391907540000,9,Sunday    ,40,0,February,2014
37,43.8162804,-79.2164001,Break and Enter,Malvern (132),1391871600000,8.0,15,February,2014.0,B&E,House,1391941740000,9,Sunday    ,40,10,February,2014
38,43.6538239,-79.3938599,Assault,Kensington-Chinatown (78),1391875200000,8.0,16,February,2014.0,Assault,Apartment,1391958120000,9,Sunday    ,40,15,February,2014
39,43.6969986,-79.2854004,Assault,Oakridge (121),1391977380000,9.0,20,February,2014.0,Assault,Apartment,1391981100000,9,Sunday    ,40,21,February,2014
40,43.6969986,-79.2854004,Assault,Oakridge (121),1391977380000,9.0,20,February,2014.0,Assault With Weapon,Apartment,1391981100000,9,Sunday    ,40,21,February,2014
41,43.7439919,-79.5988693,Assault,West Humber-Clairville (1),1393673880000,1.0,11,March,2014.0,Assault With Weapon,House,1393673880000,1,Saturday  ,60,11,March,2014
42,43.7630234,-79.3175278,Break and Enter,Wexford/Maryvale (119),1388644200000,2.0,6,January,2014.0,B&E,Apartment,1388704680000,2,Thursday  ,2,23,January,2014
43,43.768837,-79.3783798,Assault,Bayview Village (52),1388992320000,6.0,7,January,2014.0,Assault,Apartment,1388992320000,6,Monday    ,6,7,January,2014
44,43.7460785,-79.3886261,Break and Enter,Bridle Path-Sunnybrook-York Mills (41),1389034680000,6.0,18,January,2014.0,B&E,House,1389034680000,6,Monday    ,6,18,January,2014
45,43.7565994,-79.5120697,Assault,Glenfield-Jane Heights (25),1389045180000,6.0,21,January,2014.0,Assault With Weapon,House,1389045180000,6,Monday    ,6,21,January,2014
46,43.6713829,-79.3165054,Assault,Woodbine Corridor (64),1389486240000,12.0,0,January,2014.0,Assault,Other,1389486240000,12,Sunday    ,12,0,January,2014
47,43.6659164,-79.4074707,Assault,Annex (95),1389493200000,12.0,2,January,2014.0,Assault With Weapon,Commercial,1389493380000,12,Sunday    ,12,2,January,2014
48,43.6659164,-79.4074707,Assault,Annex (95),1389493200000,12.0,2,January,2014.0,Assault Bodily Harm,Commercial,1389493380000,12,Sunday    ,12,2,January,2014
49,43.6933556,-79.5885162,Assault,West Humber-Clairville (1),1389611700000,13.0,11,January,2014.0,Assault,Commercial,1389611700000,13,Monday    ,13,11,January,2014
50,43.6933556,-79.5885162,Assault,West Humber-Clairville (1),1389611700000,13.0,11,January,2014.0,Assault,Commercial,1389611700000,13,Monday    ,13,11,January,2014
51,43.7679291,-79.2711105,Robbery,Bendale (127),1389631620000,13.0,16,January,2014.0,Robbery - Financial Institute,Commercial,1389631620000,13,Monday    ,13,16,January,2014
52,43.768383,-79.3490372,Theft Over,Henry Farm (53),1389709320000,14.0,14,January,2014.0,Theft Over,House,1389711600000,14,Tuesday   ,14,15,January,2014
53,43.7333374,-79.2632904,Robbery,Ionview (125),1389735960000,14.0,21,January,2014.0,Robbery - Mugging,Outside,1389735960000,14,Tuesday   ,14,21,January,2014
54,43.636673,-79.3967285,Assault,Waterfront Communities-The Island (77),1391059740000,30.0,5,January,2014.0,Assault,Apartment,1391059740000,30,Thursday  ,30,5,January,2014
55,43.7621841,-79.3211517,Assault,Parkwoods-Donalda (45),1391083200000,30.0,12,January,2014.0,Assault,Outside,1391095860000,30,Thursday  ,30,15,January,2014
56,43.8115196,-79.3145447,Break and Enter,Steeles (116),1391106480000,30.0,18,January,2014.0,B&E,House,1391106480000,30,Thursday  ,30,18,January,2014
57,43.7768669,-79.3162231,Assault,Tam O'Shanter-Sullivan (118),1391129100000,31.0,0,January,2014.0,Assault,House,1391129100000,31,Friday    ,31,0,January,2014
58,43.7768669,-79.3162231,Assault,Tam O'Shanter-Sullivan (118),1391129100000,31.0,0,January,2014.0,Assault With Weapon,House,1391129100000,31,Friday    ,31,0,January,2014
59,43.7768669,-79.3162231,Assault,Tam O'Shanter-Sullivan (118),1391129100000,31.0,0,January,2014.0,Assault With Weapon,House,1391129100000,31,Friday    ,31,0,January,2014
60,43.768856,-79.4669266,Assault,Bathurst Manor (34),1391077620000,30.0,10,January,2014.0,Assault,Other,1391162160000,31,Friday    ,31,9,January,2014
61,43.7546425,-79.3013382,Break and Enter,Wexford/Maryvale (119),1391156100000,31.0,8,January,2014.0,B&E,House,1391171640000,31,Friday    ,31,12,January,2014
62,43.7383575,-79.3097839,Break and Enter,Victoria Village (43),1391149800000,31.0,6,January,2014.0,B&E,Apartment,1391186700000,31,Friday    ,31,16,January,2014
63,43.7524796,-79.5607376,Robbery,Humber Summit (21),1391203020000,31.0,21,January,2014.0,Robbery With Weapon,Outside,1391203140000,31,Friday    ,31,21,January,2014
64,43.7429314,-79.2112961,Assault,Scarborough Village (139),1392809220000,19.0,11,February,2014.0,Assault,House,1392809220000,19,Wednesday ,50,11,February,2014
65,43.6823387,-79.5266037,Assault,Humber Heights-Westmount (8),1390719600000,26.0,7,January,2014.0,Assault,Other,1390847400000,27,Monday    ,27,18,January,2014
66,43.7751579,-79.4143829,Assault,Willowdale East (51),1391331600000,2.0,9,February,2014.0,Assault,Apartment,1391332500000,2,Sunday    ,33,9,February,2014
67,43.7130508,-79.4117737,Break and Enter,Lawrence Park South (103),1391363880000,2.0,17,February,2014.0,B&E,House,1391363880000,2,Sunday    ,33,17,February,2014
68,43.7026253,-79.5884018,Theft Over,West Humber-Clairville (1),1388066400000,26.0,14,December,2013.0,Theft Over,Other,1389288600000,9,Thursday  ,9,17,January,2014
69,43.7775917,-79.2265778,Robbery,Woburn (137),1392035400000,10.0,12,February,2014.0,Robbery - Other,Other,1392118500000,11,Tuesday   ,42,11,February,2014
70,43.7170258,-79.5372925,Theft Over,Pelmo Park-Humberlea (23),1395720000000,25.0,4,March,2014.0,Theft From Motor Vehicle Over,Outside,1395828960000,26,Wednesday ,85,10,March,2014
71,43.7412338,-79.2372665,Break and Enter,Eglinton East (138),1388084400000,26.0,19,December,2013.0,B&E,House,1389186600000,8,Wednesday ,8,13,January,2014
72,43.7750168,-79.3433609,Break and Enter,Henry Farm (53),1392553440000,16.0,12,February,2014.0,B&E,Apartment,1394201220000,7,Friday    ,66,14,March,2014
73,43.7068634,-79.32061,Break and Enter,O'Connor-Parkview (54),1394992800000,16.0,18,March,2014.0,B&E,House,1395880080000,27,Thursday  ,86,0,March,2014
74,43.7684097,-79.1862259,Assault,West Hill (136),1389201060000,8.0,17,January,2014.0,Assault,Outside,1389201060000,8,Wednesday ,8,17,January,2014
75,43.6030045,-79.5074844,Break and Enter,New Toronto (18),1389205200000,8.0,18,January,2014.0,B&E,House,1389209820000,8,Wednesday ,8,19,January,2014
76,43.7165794,-79.3303757,Break and Enter,Flemingdon Park (44),1389342600000,10.0,8,January,2014.0,B&E W'Intent,Apartment,1389374940000,10,Friday    ,10,17,January,2014
77,43.77034,-79.4080505,Break and Enter,Willowdale East (51),1389776400000,15.0,9,January,2014.0,B&E,House,1389804780000,15,Wednesday ,15,16,January,2014
78,43.7915154,-79.2981033,Break and Enter,L'Amoreaux (117),1389970800000,17.0,15,January,2014.0,B&E,House,1389974640000,17,Friday    ,17,16,January,2014
79,43.5994911,-79.5235214,Assault,New Toronto (18),1391274300000,1.0,17,February,2014.0,Assault,House,1391274300000,1,Saturday  ,32,17,February,2014
80,43.6412277,-79.4266739,Assault,South Parkdale (85),1391297940000,1.0,23,February,2014.0,Assault,Apartment,1391297940000,1,Saturday  ,32,23,February,2014
81,43.6932449,-79.5046692,Assault,Mount Dennis (115),1392515400000,16.0,1,February,2014.0,Assault,Outside,1392517020000,16,Sunday    ,47,2,February,2014
82,43.6844292,-79.3469238,Assault,Danforth East York (59),1392570420000,16.0,17,February,2014.0,Assault,House,1392570420000,16,Sunday    ,47,17,February,2014
83,43.7899132,-79.217453,Assault,Morningside (135),1392611100000,17.0,4,February,2014.0,Assault,Apartment,1392611700000,17,Monday    ,48,4,February,2014
84,43.6540642,-79.3799744,Theft Over,Church-Yonge Corridor (75),1392659700000,17.0,17,February,2014.0,Theft Over - Shoplifting,Commercial,1392659700000,17,Monday    ,48,17,February,2014
85,43.6859818,-79.3562927,Assault,Broadview North (57),1393503300000,27.0,12,February,2014.0,Assault,Outside,1393505340000,27,Thursday  ,58,12,February,2014
86,43.7492256,-79.3940735,Break and Enter,St.Andrew-Windfields (40),1393530780000,27.0,19,February,2014.0,B&E,House,1393530780000,27,Thursday  ,58,19,February,2014
87,43.6989937,-79.4350357,Assault,Forest Hill North (102),1394294700000,8.0,16,March,2014.0,Assault,Outside,1394294760000,8,Saturday  ,67,16,March,2014
88,43.7072258,-79.2952805,Assault,Clairlea-Birchmount (120),1394324700000,9.0,0,March,2014.0,Assault,Apartment,1394325060000,9,Sunday    ,68,0,March,2014
89,43.7072258,-79.2952805,Assault,Clairlea-Birchmount (120),1394324700000,9.0,0,March,2014.0,Assault - Resist/ Prevent Seiz,Apartment,1394325060000,9,Sunday    ,68,0,March,2014
90,43.7335815,-79.4837265,Robbery,Downsview-Roding-CFB (26),1394320500000,8.0,23,March,2014.0,Robbery - Business,Commercial,1394320500000,8,Saturday  ,67,23,March,2014
91,43.6446571,-79.5307999,Assault,Islington-City Centre West (14),1394391660000,9.0,19,March,2014.0,Assault,Apartment,1394391660000,9,Sunday    ,68,19,March,2014
92,43.7689018,-79.285553,Assault,Dorset Park (126),1395000000000,16.0,20,March,2014.0,Assault Bodily Harm,Apartment,1395007740000,16,Sunday    ,75,22,March,2014
93,43.7689018,-79.285553,Assault,Dorset Park (126),1395000000000,16.0,20,March,2014.0,Assault Bodily Harm,Apartment,1395007740000,16,Sunday    ,75,22,March,2014
94,43.8019333,-79.3593979,Break and Enter,Hillcrest Village (48),1396341000000,1.0,8,April,2014.0,B&E,House,1396351800000,1,Tuesday   ,91,11,April,2014
95,43.7692757,-79.4129028,Assault,Willowdale East (51),1392834360000,19.0,18,February,2014.0,Assault,Other,1392834360000,19,Wednesday ,50,18,February,2014
96,43.6753387,-79.3202972,Assault,Woodbine Corridor (64),1393159380000,23.0,12,February,2014.0,Assault,Commercial,1393159380000,23,Sunday    ,54,12,February,2014
97,43.6673126,-79.3865509,Theft Over,Bay Street Corridor (76),1370390460000,5.0,0,June,2013.0,Theft Over,Commercial,1389982920000,17,Friday    ,17,18,January,2014
98,43.6983452,-79.5113144,Robbery,Weston (113),1393186740000,23.0,20,February,2014.0,Robbery - Delivery Person,Apartment,1393187880000,23,Sunday    ,54,20,February,2014
99,43.7639465,-79.244072,Assault,Woburn (137),1388690760000,2.0,19,January,2014.0,Assault With Weapon,House,1388690760000,2,Thursday  ,2,19,January,2014
100,43.7797699,-79.4155731,Assault,Newtonbrook East (50),1389777000000,15.0,9,January,2014.0,Assault,Commercial,1389860100000,16,Thursday  ,16,8,January,2014
101,43.6962624,-79.4476852,Assault,Briar Hill-Belgravia (108),1381160040000,7.0,15,October,2013.0,Assault,Other,1391961900000,9,Sunday    ,40,16,February,2014
102,43.7323952,-79.4194107,Break and Enter,Bedford Park-Nortown (39),1392642000000,17.0,13,February,2014.0,B&E,House,1392719400000,18,Tuesday   ,49,10,February,2014
103,43.6507835,-79.4134979,Break and Enter,Trinity-Bellwoods (81),1388544120000,1.0,2,January,2014.0,B&E,Commercial,1388544120000,1,Wednesday ,1,2,January,2014
104,43.7003136,-79.3869705,Assault,Mount Pleasant East (99),1388599200000,1.0,18,January,2014.0,Assault With Weapon,Apartment,1388600340000,1,Wednesday ,1,18,January,2014
105,43.8012695,-79.2966003,Assault,Milliken (130),1388598960000,1.0,17,January,2014.0,Assault,Commercial,1388598960000,1,Wednesday ,1,17,January,2014
106,43.6887817,-79.3258591,Assault,Danforth East York (59),1388599980000,1.0,18,January,2014.0,Assault,Commercial,1388599980000,1,Wednesday ,1,18,January,2014
107,43.7054634,-79.4000931,Assault,Yonge-Eglinton (100),1388607240000,1.0,20,January,2014.0,Assault,House,1388607240000,1,Wednesday ,1,20,January,2014
108,43.6684685,-79.4390335,Assault,Dovercourt-Wallace Emerson-Junction (93),1389256680000,9.0,8,January,2014.0,Assault With Weapon,Apartment,1389256740000,9,Thursday  ,9,8,January,2014
109,43.7030106,-79.525444,Assault,Weston (113),1389293880000,9.0,18,January,2014.0,Assault With Weapon,Outside,1389293880000,9,Thursday  ,9,18,January,2014
110,43.7520943,-79.5423813,Break and Enter,Humber Summit (21),1389297480000,9.0,19,January,2014.0,B&E,Apartment,1389297480000,9,Thursday  ,9,19,January,2014
111,43.6886597,-79.4942169,Assault,Mount Dennis (115),1389663000000,14.0,1,January,2014.0,Assault Bodily Harm,Outside,1389877560000,16,Thursday  ,16,13,January,2014
112,43.7509613,-79.5411224,Robbery,Humbermede (22),1389186180000,8.0,13,January,2014.0,Robbery - Mugging,Other,1389688560000,14,Tuesday   ,14,8,January,2014
113,43.6924973,-79.3157349,Assault,Woodbine-Lumsden (60),1389211200000,8.0,20,January,2014.0,Assault,Apartment,1389258180000,9,Thursday  ,9,9,January,2014
114,43.7855453,-79.2062912,Assault,Morningside (135),1389340800000,10.0,8,January,2014.0,Assault,Apartment,1389890160000,16,Thursday  ,16,16,January,2014
115,43.7855453,-79.2062912,Assault,Morningside (135),1389340800000,10.0,8,January,2014.0,Assault,Apartment,1389890160000,16,Thursday  ,16,16,January,2014
116,43.8110886,-79.2660065,Assault,Agincourt North (129),1377689400000,28.0,11,August,2013.0,Assault With Weapon,House,1393422420000,26,Wednesday ,57,13,February,2014
117,43.7739258,-79.1895294,Break and Enter,West Hill (136),1389033000000,6.0,18,January,2014.0,B&E,Apartment,1389033000000,6,Monday    ,6,18,January,2014
118,43.6661034,-79.587677,Break and Enter,Eringate-Centennial-West Deane (11),1389586380000,13.0,4,January,2014.0,B&E W'Intent,Commercial,1389586380000,13,Monday    ,13,4,January,2014
119,43.7035904,-79.4524231,Assault,Yorkdale-Glen Park (31),1389623280000,13.0,14,January,2014.0,Assault,Outside,1389623280000,13,Monday    ,13,14,January,2014
120,43.766674,-79.2769699,Assault,Dorset Park (126),1389631500000,13.0,16,January,2014.0,Assault,Other,1389631500000,13,Monday    ,13,16,January,2014
121,43.6594315,-79.3627167,Theft Over,Regent Park (72),1389648600000,13.0,21,January,2014.0,Theft From Motor Vehicle Over,Outside,1389689820000,14,Tuesday   ,14,8,January,2014
122,43.7467461,-79.3034058,Break and Enter,Wexford/Maryvale (119),1389715200000,14.0,16,January,2014.0,B&E,House,1389715200000,14,Tuesday   ,14,16,January,2014
123,43.6831703,-79.4183044,Assault,Casa Loma (96),1391100720000,30.0,16,January,2014.0,Assault,Outside,1391100720000,30,Thursday  ,30,16,January,2014
124,43.780304,-79.3149643,Robbery,Tam O'Shanter-Sullivan (118),1391185800000,31.0,16,January,2014.0,Robbery - Other,Outside,1391189100000,31,Friday    ,31,17,January,2014
125,43.6513329,-79.3573914,Assault,Waterfront Communities-The Island (77),1391198640000,31.0,20,January,2014.0,Assault,Apartment,1391198640000,31,Friday    ,31,20,January,2014
126,43.6494522,-79.3714676,Assault,Moss Park (73),1391203260000,31.0,21,January,2014.0,Assault,Outside,1391203260000,31,Friday    ,31,21,January,2014
127,43.7327728,-79.5039444,Assault,Downsview-Roding-CFB (26),1392115380000,11.0,10,February,2014.0,Assault,Other,1392129240000,11,Tuesday   ,42,14,February,2014
128,43.7327728,-79.5039444,Assault,Downsview-Roding-CFB (26),1392115380000,11.0,10,February,2014.0,Assault,Other,1392129240000,11,Tuesday   ,42,14,February,2014
129,43.6403351,-79.4379196,Break and Enter,Roncesvalles (86),1388566800000,1.0,9,January,2014.0,B&E W'Intent,Commercial,1388566800000,1,Wednesday ,1,9,January,2014
130,43.7785606,-79.3287048,Assault,Pleasant View (46),1389201540000,8.0,17,January,2014.0,Assault,House,1389201540000,8,Wednesday ,8,17,January,2014
131,43.691227,-79.4703979,Assault,Beechborough-Greenbrook (112),1389340800000,10.0,8,January,2014.0,Assault,Apartment,1389348360000,10,Friday    ,10,10,January,2014
132,43.8110161,-79.2843399,Break and Enter,Agincourt North (129),1389361440000,10.0,13,January,2014.0,B&E,House,1389361440000,10,Friday    ,10,13,January,2014
133,43.6788673,-79.3268204,Assault,Greenwood-Coxwell (65),1389389400000,10.0,21,January,2014.0,Aggravated Assault,Outside,1389390360000,10,Friday    ,10,21,January,2014
134,43.6788673,-79.3268204,Robbery,Greenwood-Coxwell (65),1389389400000,10.0,21,January,2014.0,Robbery - Mugging,Outside,1389390360000,10,Friday    ,10,21,January,2014
135,43.65942,-79.3474426,Break and Enter,South Riverdale (70),1389752460000,15.0,2,January,2014.0,B&E,Commercial,1389752460000,15,Wednesday ,15,2,January,2014
136,43.7630692,-79.1937714,Assault,West Hill (136),1389790200000,15.0,12,January,2014.0,Assault,Apartment,1389790620000,15,Wednesday ,15,12,January,2014
137,43.6410294,-79.4345169,Break and Enter,Roncesvalles (86),1389954840000,17.0,10,January,2014.0,B&E,Apartment,1389954840000,17,Friday    ,17,10,January,2014
138,43.7495003,-79.2749329,Assault,Dorset Park (126),1391266800000,1.0,15,February,2014.0,Assault,Commercial,1391266800000,1,Saturday  ,32,15,February,2014
139,43.7468147,-79.5838089,Assault,Mount Olive-Silverstone-Jamestown (2),1391272500000,1.0,16,February,2014.0,Assault,Apartment,1391272740000,1,Saturday  ,32,16,February,2014
140,43.7335815,-79.4837265,Assault,Downsview-Roding-CFB (26),1391257800000,1.0,12,February,2014.0,Assault,Apartment,1391259600000,1,Saturday  ,32,13,February,2014
141,43.7865829,-79.1883087,Assault,Highland Creek (134),1391292060000,1.0,22,February,2014.0,Use Firearm / Immit Commit Off,Outside,1391292060000,1,Saturday  ,32,22,February,2014
142,43.7865829,-79.1883087,Robbery,Highland Creek (134),1391292060000,1.0,22,February,2014.0,Robbery - Mugging,Outside,1391292060000,1,Saturday  ,32,22,February,2014
143,43.6453743,-79.3920593,Assault,Waterfront Communities-The Island (77),1392427500000,15.0,1,February,2014.0,Assault,Outside,1392427560000,15,Saturday  ,46,1,February,2014
144,43.8065834,-79.2907562,Assault,Milliken (130),1392549300000,16.0,11,February,2014.0,Assault,Commercial,1392550260000,16,Sunday    ,47,11,February,2014
145,43.6671104,-79.3691177,Robbery,Cabbagetown-South St.James Town (71),1392604800000,17.0,2,February,2014.0,Robbery With Weapon,Commercial,1392606000000,17,Monday    ,48,3,February,2014
146,43.723835,-79.5257263,Theft Over,Downsview-Roding-CFB (26),1392590100000,16.0,22,February,2014.0,Theft Over,Outside,1392658740000,17,Monday    ,48,17,February,2014
147,43.6565018,-79.3771439,Assault,Church-Yonge Corridor (75),1392422400000,15.0,0,February,2014.0,Assault With Weapon,Commercial,1393523100000,27,Thursday  ,58,17,February,2014
148,43.6508102,-79.5223618,Robbery,Kingsway South (15),1392125400000,11.0,13,February,2014.0,Robbery - Mugging,Other,1392133500000,11,Tuesday   ,42,15,February,2014
149,43.6508102,-79.5223618,Robbery,Kingsway South (15),1392125400000,11.0,13,February,2014.0,Robbery - Mugging,Other,1392133500000,11,Tuesday   ,42,15,February,2014
150,43.6328163,-79.5465927,Break and Enter,Islington-City Centre West (14),1392116400000,11.0,11,February,2014.0,B&E,House,1392140100000,11,Tuesday   ,42,17,February,2014
151,43.7269974,-79.2914658,Assault,Wexford/Maryvale (119),1392131100000,11.0,15,February,2014.0,Assault,Outside,1392139140000,11,Tuesday   ,42,17,February,2014
152,43.7269974,-79.2914658,Assault,Wexford/Maryvale (119),1392131100000,11.0,15,February,2014.0,Assault,Outside,1392139140000,11,Tuesday   ,42,17,February,2014
153,43.7269974,-79.2914658,Assault,Wexford/Maryvale (119),1392131100000,11.0,15,February,2014.0,Assault,Outside,1392139140000,11,Tuesday   ,42,17,February,2014
154,43.8051834,-79.2266846,Robbery,Malvern (132),1393518720000,27.0,16,February,2014.0,Robbery - Mugging,Outside,1393518720000,27,Thursday  ,58,16,February,2014
155,43.7205162,-79.4807281,Assault,Maple Leaf (29),1393535700000,27.0,21,February,2014.0,Assault,Apartment,1393538640000,27,Thursday  ,58,22,February,2014
156,43.7205162,-79.4807281,Assault,Maple Leaf (29),1393535700000,27.0,21,February,2014.0,Assault,Apartment,1393538640000,27,Thursday  ,58,22,February,2014
157,43.6601143,-79.3662872,Assault,Regent Park (72),1393727940000,2.0,2,March,2014.0,Assault,Commercial,1393728960000,2,Sunday    ,61,2,March,2014
158,43.640995,-79.4427872,Break and Enter,Roncesvalles (86),1394240400000,8.0,1,March,2014.0,B&E,Apartment,1394297460000,8,Saturday  ,67,16,March,2014
159,43.7857628,-79.2894592,Break and Enter,Agincourt South-Malvern West (128),1389338580000,10.0,7,January,2014.0,B&E,Commercial,1389684180000,14,Tuesday   ,14,7,January,2014
160,43.7876511,-79.3516541,Assault,Don Valley Village (47),1388534400000,1.0,0,January,2014.0,Assault,House,1393177380000,23,Sunday    ,54,17,February,2014
161,43.7622032,-79.2262497,Break and Enter,Woburn (137),1393531200000,27.0,20,February,2014.0,B&E,Commercial,1393579620000,28,Friday    ,59,9,February,2014
162,43.7054634,-79.4000931,Assault,Yonge-Eglinton (100),1388607240000,1.0,20,January,2014.0,Assault,House,1388607240000,1,Wednesday ,1,20,January,2014
163,43.781662,-79.3572998,Robbery,Don Valley Village (47),1389219660000,8.0,22,January,2014.0,Robbery With Weapon,Outside,1389219660000,8,Wednesday ,8,22,January,2014
164,43.6472054,-79.5255127,Robbery,Islington-City Centre West (14),1389362400000,10.0,14,January,2014.0,Robbery With Weapon,Outside,1389365340000,10,Friday    ,10,14,January,2014
165,43.7648697,-79.1848831,Assault,West Hill (136),1389382860000,10.0,19,January,2014.0,Assault,Commercial,1389382860000,10,Friday    ,10,19,January,2014
