,lat,lon,mci,neighbourhood,occurrencedate,occurrenceday,occurrencehour,occurrencemonth,occurrenceyear,offence,premisetype,reporteddate,reportedday,reporteddayofweek,reporteddayofyear,reportedhour,reportedmonth,reportedyear
332,43.7020035,-79.4208908,Break and Enter,Forest Hill North (102),1399669200000,9.0,21,May,2014.0,B&E,House,1399674540000,9,Friday    ,129,22,May,2014
333,43.7336197,-79.600563,Robbery,West Humber-Clairville (1),1399685880000,10.0,1,May,2014.0,Robbery With Weapon,Outside,1399697340000,10,Saturday  ,130,4,May,2014
334,43.7938728,-79.2387543,Assault,Malvern (132),1399718640000,10.0,10,May,2014.0,Assault,Outside,1399718640000,10,Saturday  ,130,10,May,2014
335,43.7936172,-79.312088,Break and Enter,L'Amoreaux (117),1395746100000,25.0,11,March,2014.0,B&E W'Intent,Apartment,1396812480000,6,Sunday    ,96,19,April,2014
336,43.6775246,-79.3586502,Robbery,Playter Estates-Danforth (67),1399743300000,10.0,17,May,2014.0,Robbery With Weapon,Other,1399749000000,10,Saturday  ,130,19,May,2014
337,43.774353,-79.4998016,Assault,York University Heights (27),1399752600000,10.0,20,May,2014.0,Assault,Outside,1399755780000,10,Saturday  ,130,21,May,2014
338,43.6685829,-79.4177628,Assault,Annex (95),1387971900000,25.0,11,December,2013.0,Assault,Other,1389651720000,13,Monday    ,13,22,January,2014
339,43.7618561,-79.2158356,Assault,Woburn (137),1393408800000,26.0,10,February,2014.0,Assault,Other,1393874400000,3,Monday    ,62,19,March,2014
340,43.6309738,-79.481514,Assault,Stonegate-Queensway (16),1394471400000,10.0,17,March,2014.0,Assault,Commercial,1394476380000,10,Monday    ,69,18,March,2014
341,43.8115005,-79.2177124,Assault,Malvern (132),1395082200000,17.0,18,March,2014.0,Assault Bodily Harm,House,1395082200000,17,Monday    ,76,18,March,2014
342,43.8115005,-79.2177124,Assault,Malvern (132),1395082200000,17.0,18,March,2014.0,Assault Bodily Harm,House,1395082200000,17,Monday    ,76,18,March,2014
343,43.6775589,-79.3519669,Break and Enter,Playter Estates-Danforth (67),1395078300000,17.0,17,March,2014.0,B&E,House,1395078600000,17,Monday    ,76,17,March,2014
344,43.6963806,-79.2579346,Break and Enter,Birchcliffe-Cliffside (122),1395064800000,17.0,14,March,2014.0,B&E W'Intent,House,1395220260000,19,Wednesday ,78,9,March,2014
345,43.7736168,-79.2611313,Assault,Bendale (127),1395256500000,19.0,19,March,2014.0,Aggravated Assault,Commercial,1395257640000,19,Wednesday ,78,19,March,2014
346,43.7736168,-79.2611313,Robbery,Bendale (127),1395256500000,19.0,19,March,2014.0,Robbery - Mugging,Commercial,1395257640000,19,Wednesday ,78,19,March,2014
347,43.7074776,-79.3436279,Assault,Thorncliffe Park (55),1389094200000,7.0,11,January,2014.0,Assault With Weapon,Apartment,1389094200000,7,Tuesday   ,7,11,January,2014
348,43.7074776,-79.3436279,Assault,Thorncliffe Park (55),1389094200000,7.0,11,January,2014.0,Assault With Weapon,Apartment,1389094200000,7,Tuesday   ,7,11,January,2014
349,43.7021065,-79.2538681,Assault,Birchcliffe-Cliffside (122),1389255300000,9.0,8,January,2014.0,Assault,Apartment,1389255300000,9,Thursday  ,9,8,January,2014
350,43.6393433,-79.4513092,Assault,High Park-Swansea (87),1389907800000,16.0,21,January,2014.0,Assault Bodily Harm,Apartment,1390054500000,18,Saturday  ,18,14,January,2014
351,43.7438698,-79.4375763,Break and Enter,Clanton Park (33),1390053600000,18.0,14,January,2014.0,B&E,Apartment,1390075980000,18,Saturday  ,18,20,January,2014
352,43.8142586,-79.2683411,Robbery,Agincourt North (129),1390596240000,24.0,20,January,2014.0,Robbery With Weapon,Outside,1390596300000,24,Friday    ,24,20,January,2014
353,43.6531715,-79.3757706,Assault,Church-Yonge Corridor (75),1391791800000,7.0,16,February,2014.0,Assault,Commercial,1391792520000,7,Friday    ,38,17,February,2014
354,43.7287025,-79.2717514,Assault,Ionview (125),1391877000000,8.0,16,February,2014.0,Assault,Apartment,1391877000000,8,Saturday  ,39,16,February,2014
355,43.7287025,-79.2717514,Assault,Ionview (125),1391877000000,8.0,16,February,2014.0,Assault,Apartment,1391877000000,8,Saturday  ,39,16,February,2014
356,43.7000847,-79.2867279,Robbery,Clairlea-Birchmount (120),1391798460000,7.0,18,February,2014.0,Robbery - Swarming,Apartment,1391798460000,7,Friday    ,38,18,February,2014
357,43.6007652,-79.5052719,Robbery,New Toronto (18),1391873820000,8.0,15,February,2014.0,Robbery - Financial Institute,Commercial,1391874120000,8,Saturday  ,39,15,February,2014
358,43.6563301,-79.380928,Robbery,Church-Yonge Corridor (75),1391898300000,8.0,22,February,2014.0,Robbery - Mugging,Outside,1391898600000,8,Saturday  ,39,22,February,2014
359,43.695694,-79.4502792,Assault,Briar Hill-Belgravia (108),1391908680000,9.0,1,February,2014.0,Assault,Outside,1391908680000,9,Sunday    ,40,1,February,2014
360,43.8157043,-79.2652283,Break and Enter,Agincourt North (129),1392713100000,18.0,8,February,2014.0,B&E W'Intent,House,1392748200000,18,Tuesday   ,49,18,February,2014
361,43.6728745,-79.3878632,Robbery,Rosedale-Moore Park (98),1392743700000,18.0,17,February,2014.0,Robbery - Purse Snatch,Outside,1392746700000,18,Tuesday   ,49,18,February,2014
362,43.7687073,-79.2136307,Assault,Woburn (137),1393399800000,26.0,7,February,2014.0,Assault With Weapon,House,1393438380000,26,Wednesday ,57,18,February,2014
363,43.8156738,-79.281868,Break and Enter,Milliken (130),1393423200000,26.0,14,February,2014.0,B&E,House,1393440060000,26,Wednesday ,57,18,February,2014
364,43.7304916,-79.5926514,Break and Enter,West Humber-Clairville (1),1393411440000,26.0,10,February,2014.0,B&E,House,1393412760000,26,Wednesday ,57,11,February,2014
365,43.6901665,-79.4750595,Robbery,Beechborough-Greenbrook (112),1393638660000,1.0,1,March,2014.0,Robbery - Purse Snatch,Commercial,1393638660000,1,Saturday  ,60,1,March,2014
366,43.7831802,-79.4234085,Robbery,Newtonbrook West (36),1393692000000,1.0,16,March,2014.0,Robbery - Swarming,Other,1393705440000,1,Saturday  ,60,20,March,2014
367,43.6716728,-79.4937515,Break and Enter,Rockcliffe-Smythe (111),1389301200000,9.0,21,January,2014.0,B&E,Apartment,1389708660000,14,Tuesday   ,14,14,January,2014
368,43.6346245,-79.4306107,Break and Enter,South Parkdale (85),1393683600000,1.0,14,March,2014.0,B&E,House,1393683600000,1,Saturday  ,60,14,March,2014
369,43.6806297,-79.286087,Break and Enter,East End-Danforth (62),1394164800000,7.0,4,March,2014.0,B&E,Commercial,1394175960000,7,Friday    ,66,7,March,2014
370,43.7249718,-79.3005371,Assault,Wexford/Maryvale (119),1394200380000,7.0,13,March,2014.0,Assault - Resist/ Prevent Seiz,Commercial,1394200380000,7,Friday    ,66,13,March,2014
371,43.7545166,-79.4887619,Assault,York University Heights (27),1394215200000,7.0,18,March,2014.0,Assault,Outside,1394215680000,7,Friday    ,66,18,March,2014
372,43.7785378,-79.4058228,Assault,Willowdale East (51),1389081840000,7.0,8,January,2014.0,Assault With Weapon,House,1389081840000,7,Tuesday   ,7,8,January,2014
373,43.7684288,-79.2688065,Assault,Bendale (127),1391889600000,8.0,20,February,2014.0,Assault,Apartment,1391890680000,8,Saturday  ,39,20,February,2014
374,43.7477875,-79.4432068,Break and Enter,Clanton Park (33),1391952300000,9.0,13,February,2014.0,B&E,House,1391954280000,9,Sunday    ,40,13,February,2014
375,43.8012695,-79.2966003,Assault,Milliken (130),1392681900000,18.0,0,February,2014.0,Assault,Other,1392681900000,18,Tuesday   ,49,0,February,2014
376,43.668541,-79.3870697,Assault,Bay Street Corridor (76),1392723660000,18.0,11,February,2014.0,Assault,Apartment,1392723660000,18,Tuesday   ,49,11,February,2014
377,43.6696091,-79.3945007,Assault,Annex (95),1392755400000,18.0,20,February,2014.0,Assault With Weapon,Apartment,1392767160000,18,Tuesday   ,49,23,February,2014
378,43.6181068,-79.4869156,Assault,Mimico (includes Humber Bay Shores) (17),1392737580000,18.0,15,February,2014.0,Assault,Apartment,1392737580000,18,Tuesday   ,49,15,February,2014
379,43.699749,-79.6014709,Assault,West Humber-Clairville (1),1392758700000,18.0,21,February,2014.0,Assault,Other,1392758700000,18,Tuesday   ,49,21,February,2014
380,43.7366791,-79.2372894,Break and Enter,Eglinton East (138),1392757620000,18.0,21,February,2014.0,B&E,Apartment,1392757620000,18,Tuesday   ,49,21,February,2014
381,43.655777,-79.3806763,Assault,Church-Yonge Corridor (75),1399761900000,10.0,22,May,2014.0,Assault,Commercial,1399763400000,10,Saturday  ,130,23,May,2014
382,43.7546997,-79.3520355,Robbery,St.Andrew-Windfields (40),1399761480000,10.0,22,May,2014.0,Robbery With Weapon,Commercial,1399761480000,10,Saturday  ,130,22,May,2014
383,43.6481056,-79.4908447,Assault,Lambton Baby Point (114),1400461020000,19.0,0,May,2014.0,Assault,Apartment,1400465640000,19,Monday    ,139,2,May,2014
384,43.6774254,-79.3047562,Assault,East End-Danforth (62),1400523300000,19.0,18,May,2014.0,Assault,Outside,1400525880000,19,Monday    ,139,18,May,2014
385,43.7560768,-79.2560196,Robbery,Bendale (127),1400535000000,19.0,21,May,2014.0,Robbery - Swarming,Outside,1400540760000,19,Monday    ,139,23,May,2014
386,43.7560768,-79.2560196,Robbery,Bendale (127),1400535000000,19.0,21,May,2014.0,Robbery - Swarming,Outside,1400540760000,19,Monday    ,139,23,May,2014
387,43.6539574,-79.3720779,Assault,Moss Park (73),1400990100000,25.0,3,May,2014.0,Assault,Commercial,1400995500000,25,Sunday    ,145,5,May,2014
388,43.6539574,-79.3720779,Break and Enter,Moss Park (73),1400990100000,25.0,3,May,2014.0,B&E,Commercial,1400995500000,25,Sunday    ,145,5,May,2014
389,43.6785393,-79.5448914,Assault,Willowridge-Martingrove-Richview (7),1401031200000,25.0,15,May,2014.0,Assault With Weapon,Outside,1401031260000,25,Sunday    ,145,15,May,2014
390,43.7373581,-79.4340057,Assault,Lansing-Westgate (38),1401060600000,25.0,23,May,2014.0,Assault,Outside,1401060960000,25,Sunday    ,145,23,May,2014
391,43.7123146,-79.5886612,Break and Enter,West Humber-Clairville (1),1401047700000,25.0,19,May,2014.0,B&E,Commercial,1401048060000,25,Sunday    ,145,20,May,2014
392,43.6755905,-79.3889847,Assault,Rosedale-Moore Park (98),1401123900000,26.0,17,May,2014.0,Assault With Weapon,Outside,1401124020000,26,Monday    ,146,17,May,2014
393,43.68293,-79.419548,Break and Enter,Wychwood (94),1401089400000,26.0,7,May,2014.0,B&E,Apartment,1401143700000,26,Monday    ,146,22,May,2014
394,43.7110825,-79.2698059,Break and Enter,Clairlea-Birchmount (120),1401192900000,27.0,12,May,2014.0,B&E,Apartment,1401200640000,27,Tuesday   ,147,14,May,2014
395,43.7755241,-79.335144,Assault,Pleasant View (46),1401180600000,27.0,8,May,2014.0,Assault,Outside,1401205440000,27,Tuesday   ,147,15,May,2014
396,43.715889,-79.2859344,Assault,Clairlea-Birchmount (120),1393331400000,25.0,12,February,2014.0,Assault,Other,1393416600000,26,Wednesday ,57,12,February,2014
397,43.7065697,-79.2491608,Assault,Birchcliffe-Cliffside (122),1376570700000,15.0,12,August,2013.0,Aggravated Assault,Apartment,1393774560000,2,Sunday    ,61,15,March,2014
398,43.6973763,-79.3964691,Break and Enter,Mount Pleasant West (104),1395162000000,18.0,17,March,2014.0,B&E W'Intent,Commercial,1395248760000,19,Wednesday ,78,17,March,2014
399,43.6743774,-79.3998413,Assault,Annex (95),1395284400000,20.0,3,March,2014.0,Assault,Apartment,1395286440000,20,Thursday  ,79,3,March,2014
400,43.6909599,-79.5325165,Robbery,Willowridge-Martingrove-Richview (7),1389185880000,8.0,12,January,2014.0,Robbery - Swarming,Other,1389185880000,8,Wednesday ,8,12,January,2014
401,43.6909599,-79.5325165,Robbery,Willowridge-Martingrove-Richview (7),1389185880000,8.0,12,January,2014.0,Robbery - Swarming,Other,1389185880000,8,Wednesday ,8,12,January,2014
402,43.6909599,-79.5325165,Robbery,Willowridge-Martingrove-Richview (7),1389185880000,8.0,12,January,2014.0,Robbery - Swarming,Other,1389185880000,8,Wednesday ,8,12,January,2014
403,43.7697182,-79.3741989,Break and Enter,Bayview Village (52),1389314580000,10.0,0,January,2014.0,B&E,Commercial,1389332280000,10,Friday    ,10,5,January,2014
404,43.7902794,-79.3541565,Robbery,Don Valley Village (47),1389821400000,15.0,21,January,2014.0,Robbery - Purse Snatch,Outside,1389823380000,15,Wednesday ,15,22,January,2014
405,43.7614365,-79.5205994,Robbery,Black Creek (24),1389945660000,17.0,8,January,2014.0,Robbery - Mugging,Apartment,1389966360000,17,Friday    ,17,13,January,2014
406,43.7051086,-79.3749313,Assault,Leaside-Bennington (56),1389972540000,17.0,15,January,2014.0,Assault,Apartment,1389972660000,17,Friday    ,17,15,January,2014
407,43.7233849,-79.3021011,Break and Enter,Clairlea-Birchmount (120),1388985780000,6.0,5,January,2014.0,B&E W'Intent,Commercial,1388986200000,6,Monday    ,6,5,January,2014
408,43.644207,-79.4188614,Assault,Trinity-Bellwoods (81),1389568920000,12.0,23,January,2014.0,Assault,Other,1389568920000,12,Sunday    ,12,23,January,2014
409,43.644207,-79.4188614,Assault,Trinity-Bellwoods (81),1389568920000,12.0,23,January,2014.0,Assault Bodily Harm,Other,1389568920000,12,Sunday    ,12,23,January,2014
410,43.644207,-79.4188614,Assault,Trinity-Bellwoods (81),1389568920000,12.0,23,January,2014.0,Assault Bodily Harm,Other,1389568920000,12,Sunday    ,12,23,January,2014
411,43.6521606,-79.4048462,Break and Enter,Kensington-Chinatown (78),1389568440000,12.0,23,January,2014.0,B&E,Apartment,1389568440000,12,Sunday    ,12,23,January,2014
412,43.7536201,-79.5870972,Assault,Mount Olive-Silverstone-Jamestown (2),1389634560000,13.0,17,January,2014.0,Assault,Apartment,1389634560000,13,Monday    ,13,17,January,2014
413,43.7536201,-79.5870972,Assault,Mount Olive-Silverstone-Jamestown (2),1389634560000,13.0,17,January,2014.0,Assault With Weapon,Apartment,1389634560000,13,Monday    ,13,17,January,2014
414,43.6768684,-79.2812805,Assault,Birchcliffe-Cliffside (122),1389637260000,13.0,18,January,2014.0,Assault,House,1389637260000,13,Monday    ,13,18,January,2014
415,43.6446991,-79.5885086,Break and Enter,Eringate-Centennial-West Deane (11),1389648840000,13.0,21,January,2014.0,B&E,Apartment,1389648840000,13,Monday    ,13,21,January,2014
416,43.6698189,-79.4007645,Assault,Annex (95),1389714600000,14.0,15,January,2014.0,Assault With Weapon,Apartment,1389729060000,14,Tuesday   ,14,19,January,2014
417,43.6447487,-79.3917923,Theft Over,Waterfront Communities-The Island (77),1391083380000,30.0,12,January,2014.0,Theft Over,Apartment,1391083380000,30,Thursday  ,30,12,January,2014
418,43.7622566,-79.2139359,Assault,Woburn (137),1391072400000,30.0,9,January,2014.0,Assault,Apartment,1391074260000,30,Thursday  ,30,9,January,2014
419,43.7706146,-79.1868668,Robbery,West Hill (136),1389879000000,16.0,13,January,2014.0,Robbery With Weapon,Outside,1389879000000,16,Thursday  ,16,13,January,2014
420,43.6582603,-79.398201,Break and Enter,University (79),1390004580000,18.0,0,January,2014.0,B&E,Apartment,1390004580000,18,Saturday  ,18,0,January,2014
421,43.7359428,-79.2202072,Assault,Scarborough Village (139),1390030140000,18.0,7,January,2014.0,Assault,Apartment,1390030140000,18,Saturday  ,18,7,January,2014
422,43.7685089,-79.1888199,Assault,West Hill (136),1390052040000,18.0,13,January,2014.0,Assault,Commercial,1390052040000,18,Saturday  ,18,13,January,2014
423,43.7685089,-79.1888199,Assault,West Hill (136),1390052040000,18.0,13,January,2014.0,Assault,Commercial,1390052040000,18,Saturday  ,18,13,January,2014
424,43.7464676,-79.343689,Break and Enter,Banbury-Don Mills (42),1390071600000,18.0,19,January,2014.0,B&E,House,1390086960000,18,Saturday  ,18,23,January,2014
425,43.7758369,-79.3437195,Break and Enter,Don Valley Village (47),1390086360000,18.0,23,January,2014.0,B&E W'Intent,Commercial,1390088040000,18,Saturday  ,18,23,January,2014
426,43.7410965,-79.5892334,Assault,Mount Olive-Silverstone-Jamestown (2),1390057020000,18.0,14,January,2014.0,Assault,Commercial,1390057020000,18,Saturday  ,18,14,January,2014
427,43.6803474,-79.4754868,Assault,Rockcliffe-Smythe (111),1390458060000,23.0,6,January,2014.0,Assault,Commercial,1390458060000,23,Thursday  ,23,6,January,2014
428,43.6807938,-79.3107529,Assault,East End-Danforth (62),1390498440000,23.0,17,January,2014.0,Assault,Apartment,1390498440000,23,Thursday  ,23,17,January,2014
429,43.660656,-79.3748474,Robbery,Moss Park (73),1390536000000,24.0,4,January,2014.0,Robbery With Weapon,Apartment,1390551960000,24,Friday    ,24,8,January,2014
430,43.7762375,-79.2979813,Break and Enter,Tam O'Shanter-Sullivan (118),1391092200000,30.0,14,January,2014.0,B&E,House,1391096340000,30,Thursday  ,30,15,January,2014
431,43.7423477,-79.3233414,Break and Enter,Parkwoods-Donalda (45),1391109960000,30.0,19,January,2014.0,B&E,House,1391109960000,30,Thursday  ,30,19,January,2014
432,43.639698,-79.535202,Robbery,Islington-City Centre West (14),1391184480000,31.0,16,January,2014.0,Robbery - Mugging,Other,1391185200000,31,Friday    ,31,16,January,2014
433,43.7548447,-79.5055618,Break and Enter,York University Heights (27),1391153400000,31.0,7,January,2014.0,B&E,House,1391191500000,31,Friday    ,31,18,January,2014
434,43.6339531,-79.4347763,Assault,South Parkdale (85),1392103080000,11.0,7,February,2014.0,Assault With Weapon,Apartment,1392103080000,11,Tuesday   ,42,7,February,2014
435,43.6339531,-79.4347763,Assault,South Parkdale (85),1392103080000,11.0,7,February,2014.0,Assault,Apartment,1392103080000,11,Tuesday   ,42,7,February,2014
436,43.7816391,-79.4160004,Assault,Newtonbrook East (50),1392121680000,11.0,12,February,2014.0,Assault,Other,1392121860000,11,Tuesday   ,42,12,February,2014
437,43.7076645,-79.3063431,Assault,O'Connor-Parkview (54),1392121200000,11.0,12,February,2014.0,Assault,Other,1392135720000,11,Tuesday   ,42,16,February,2014
438,43.7247734,-79.5104294,Break and Enter,Downsview-Roding-CFB (26),1392771180000,19.0,0,February,2014.0,Unlawfully In Dwelling-House,Apartment,1392771180000,19,Wednesday ,50,0,February,2014
439,43.6960831,-79.2951355,Assault,Taylor-Massey (61),1392821580000,19.0,14,February,2014.0,Assault,Apartment,1392821580000,19,Wednesday ,50,14,February,2014
440,43.6960831,-79.2951355,Assault,Taylor-Massey (61),1392821580000,19.0,14,February,2014.0,Assault With Weapon,Apartment,1392821580000,19,Wednesday ,50,14,February,2014
441,43.7233849,-79.3021011,Assault,Clairlea-Birchmount (120),1392831780000,19.0,17,February,2014.0,Assault,Commercial,1392839580000,19,Wednesday ,50,19,February,2014
442,43.759922,-79.3892441,Assault,St.Andrew-Windfields (40),1393157700000,23.0,12,February,2014.0,Assault,Apartment,1393157700000,23,Sunday    ,54,12,February,2014
443,43.7182274,-79.2403641,Break and Enter,Cliffcrest (123),1389024000000,6.0,16,January,2014.0,B&E,Commercial,1389055680000,7,Tuesday   ,7,0,January,2014
444,43.6916504,-79.2752457,Break and Enter,Birchcliffe-Cliffside (122),1392026400000,10.0,10,February,2014.0,B&E W'Intent,House,1392110400000,11,Tuesday   ,42,9,February,2014
445,43.6580772,-79.3847122,Assault,Bay Street Corridor (76),1390619160000,25.0,3,January,2014.0,Assault,Commercial,1390620780000,25,Saturday  ,25,3,January,2014
446,43.7183647,-79.3314056,Assault,Flemingdon Park (44),1390674000000,25.0,18,January,2014.0,Assault,Apartment,1390674960000,25,Saturday  ,25,18,January,2014
447,43.6501999,-79.3621368,Theft Over,Waterfront Communities-The Island (77),1390672800000,25.0,18,January,2014.0,Theft Over,Commercial,1390760940000,26,Sunday    ,26,18,January,2014
448,43.627346,-79.5623703,Break and Enter,Markland Wood (12),1390781640000,27.0,0,January,2014.0,B&E W'Intent,House,1390781640000,27,Monday    ,27,0,January,2014
449,43.766674,-79.2218475,Assault,Woburn (137),1388688720000,2.0,18,January,2014.0,Aggravated Assault,House,1388688720000,2,Thursday  ,2,18,January,2014
450,43.766674,-79.2218475,Assault,Woburn (137),1388688720000,2.0,18,January,2014.0,Assault,House,1388688720000,2,Thursday  ,2,18,January,2014
451,43.6229706,-79.4812088,Break and Enter,Mimico (includes Humber Bay Shores) (17),1395507600000,22.0,17,March,2014.0,B&E W'Intent,Commercial,1395648900000,24,Monday    ,83,8,March,2014
452,43.7859306,-79.2760468,Break and Enter,Agincourt South-Malvern West (128),1389073080000,7.0,5,January,2014.0,B&E,Commercial,1389073080000,7,Tuesday   ,7,5,January,2014
453,43.6886139,-79.4473724,Assault,Oakwood Village (107),1389097920000,7.0,12,January,2014.0,Assault With Weapon,House,1389097920000,7,Tuesday   ,7,12,January,2014
454,43.791996,-79.3645477,Robbery,Hillcrest Village (48),1389126600000,7.0,20,January,2014.0,Robbery - Mugging,Outside,1389131820000,7,Tuesday   ,7,21,January,2014
455,43.6894531,-79.2960587,Assault,East End-Danforth (62),1389897840000,16.0,18,January,2014.0,Assault With Weapon,Commercial,1389897840000,16,Thursday  ,16,18,January,2014
456,43.7223663,-79.5089798,Assault,Downsview-Roding-CFB (26),1389904200000,16.0,20,January,2014.0,Assault,Apartment,1389904380000,16,Thursday  ,16,20,January,2014
457,43.7639999,-79.4115677,Assault,Willowdale East (51),1389878100000,16.0,13,January,2014.0,Assault,Commercial,1389879480000,16,Thursday  ,16,13,January,2014
458,43.6396904,-79.4411774,Assault,Roncesvalles (86),1390003380000,18.0,0,January,2014.0,Assault,Outside,1390003380000,18,Saturday  ,18,0,January,2014
459,43.6396904,-79.4411774,Assault,Roncesvalles (86),1390003380000,18.0,0,January,2014.0,Assault,Outside,1390003380000,18,Saturday  ,18,0,January,2014
460,43.7322121,-79.4241104,Theft Over,Bedford Park-Nortown (39),1390477740000,23.0,11,January,2014.0,Theft Over,House,1390477740000,23,Thursday  ,23,11,January,2014
461,43.7664986,-79.1948929,Assault,West Hill (136),1389636000000,13.0,18,January,2014.0,Assault,Apartment,1389870000000,16,Thursday  ,16,11,January,2014
462,43.6429634,-79.436264,Assault,Roncesvalles (86),1389528000000,12.0,12,January,2014.0,Assault,House,1393425180000,26,Wednesday ,57,14,February,2014
463,43.6708565,-79.4751968,Robbery,Junction Area (90),1389980280000,17.0,17,January,2014.0,Robbery - Financial Institute,Commercial,1389980280000,17,Friday    ,17,17,January,2014
464,43.6511383,-79.4763031,Robbery,High Park North (88),1391216400000,1.0,1,February,2014.0,Robbery - Other,Outside,1391218740000,1,Saturday  ,32,1,February,2014
465,43.687645,-79.5354767,Assault,Willowridge-Martingrove-Richview (7),1391285400000,1.0,20,February,2014.0,Assault,House,1391285940000,1,Saturday  ,32,20,February,2014
466,43.7890816,-79.4465332,Assault,Westminster-Branson (35),1391291160000,1.0,21,February,2014.0,Assault,Apartment,1391291160000,1,Saturday  ,32,21,February,2014
467,43.6604424,-79.3759003,Assault,Moss Park (73),1392438600000,15.0,4,February,2014.0,Assault,Apartment,1392440400000,15,Saturday  ,46,5,February,2014
468,43.6524696,-79.375473,Assault,Church-Yonge Corridor (75),1392436800000,15.0,4,February,2014.0,Assault,Commercial,1392465720000,15,Saturday  ,46,12,February,2014
469,43.6524696,-79.375473,Assault,Church-Yonge Corridor (75),1392436800000,15.0,4,February,2014.0,Assault,Commercial,1392465720000,15,Saturday  ,46,12,February,2014
470,43.6526833,-79.3780899,Assault,Church-Yonge Corridor (75),1392546300000,16.0,10,February,2014.0,Assault Peace Officer,Other,1392546300000,16,Sunday    ,47,10,February,2014
471,43.7937431,-79.1990738,Assault,Morningside (135),1392565500000,16.0,15,February,2014.0,Assault,House,1392570540000,16,Sunday    ,47,17,February,2014
472,43.7355843,-79.2531891,Assault,Eglinton East (138),1392631200000,17.0,10,February,2014.0,Assault,House,1392632700000,17,Monday    ,48,10,February,2014
473,43.797863,-79.1527786,Assault,Rouge (131),1392641280000,17.0,12,February,2014.0,Assault,Outside,1392641280000,17,Monday    ,48,12,February,2014
474,43.6788864,-79.298027,Assault,East End-Danforth (62),1393792560000,2.0,20,March,2014.0,Assault,Commercial,1393801260000,2,Sunday    ,61,23,March,2014
475,43.6471901,-79.404007,Assault,Kensington-Chinatown (78),1394304660000,8.0,18,March,2014.0,Assault,Other,1394304660000,8,Saturday  ,67,18,March,2014
476,43.6459389,-79.3895035,Assault,Waterfront Communities-The Island (77),1393466400000,27.0,2,February,2014.0,Assault,Apartment,1394330100000,9,Sunday    ,68,1,March,2014
477,43.6868706,-79.4685745,Assault,Keelesdale-Eglinton West (110),1394353800000,9.0,8,March,2014.0,Assault,Outside,1394355480000,9,Sunday    ,68,8,March,2014
478,43.7590179,-79.5177765,Assault,Black Creek (24),1357344000000,5.0,0,January,2013.0,Assault Bodily Harm,Apartment,1394044440000,5,Wednesday ,64,18,March,2014
479,43.7711601,-79.1739273,Assault,West Hill (136),1393741800000,2.0,6,March,2014.0,Assault With Weapon,Outside,1395295860000,20,Thursday  ,79,6,March,2014
480,43.6618767,-79.3793716,Break and Enter,Church-Yonge Corridor (75),1389787200000,15.0,12,January,2014.0,Unlawfully In Dwelling-House,Apartment,1395391260000,21,Friday    ,80,8,March,2014
481,43.7572365,-79.5177307,Assault,Black Creek (24),1394376480000,9.0,14,March,2014.0,Assault,Commercial,1394376480000,9,Sunday    ,68,14,March,2014
482,43.7814026,-79.1374207,Assault,Rouge (131),1395003540000,16.0,20,March,2014.0,Assault,House,1395003540000,16,Sunday    ,75,20,March,2014
483,43.7247734,-79.5104294,Break and Enter,Downsview-Roding-CFB (26),1394236800000,8.0,0,March,2014.0,B&E W'Intent,Apartment,1394997600000,16,Sunday    ,75,19,March,2014
484,43.82024,-79.2461853,Break and Enter,Rouge (131),1396916880000,8.0,0,April,2014.0,B&E,Commercial,1396919340000,8,Tuesday   ,98,1,April,2014
485,43.7894897,-79.3235626,Robbery,L'Amoreaux (117),1396959600000,8.0,12,April,2014.0,Robbery - Mugging,Outside,1396963260000,8,Tuesday   ,98,13,April,2014
486,43.6562653,-79.3783188,Assault,Church-Yonge Corridor (75),1389013200000,6.0,13,January,2014.0,Assault With Weapon,Apartment,1389024000000,6,Monday    ,6,16,January,2014
487,43.7689018,-79.285553,Assault,Dorset Park (126),1389038700000,6.0,20,January,2014.0,Assault - Resist/ Prevent Seiz,Apartment,1389039960000,6,Monday    ,6,20,January,2014
488,43.6518173,-79.4236984,Break and Enter,Trinity-Bellwoods (81),1389488400000,12.0,1,January,2014.0,B&E,House,1389492120000,12,Sunday    ,12,2,January,2014
489,43.7407913,-79.324707,Break and Enter,Parkwoods-Donalda (45),1389545100000,12.0,16,January,2014.0,B&E,House,1389545100000,12,Sunday    ,12,16,January,2014
490,43.7109413,-79.2635345,Assault,Clairlea-Birchmount (120),1389556800000,12.0,20,January,2014.0,Assault,House,1389558840000,12,Sunday    ,12,20,January,2014
491,43.6528664,-79.373703,Break and Enter,Church-Yonge Corridor (75),1389024000000,6.0,16,January,2014.0,B&E,Commercial,1389099000000,7,Tuesday   ,7,12,January,2014
492,43.7894897,-79.3235626,Robbery,L'Amoreaux (117),1396959600000,8.0,12,April,2014.0,Robbery - Mugging,Outside,1396963260000,8,Tuesday   ,98,13,April,2014
493,43.747097,-79.5151291,Assault,Glenfield-Jane Heights (25),1396969200000,8.0,15,April,2014.0,Assault,Other,1396969380000,8,Tuesday   ,98,15,April,2014
494,43.6816025,-79.2789612,Break and Enter,Birchcliffe-Cliffside (122),1396957800000,8.0,11,April,2014.0,B&E W'Intent,House,1396971540000,8,Tuesday   ,98,15,April,2014
495,43.6290627,-79.4968185,Break and Enter,Stonegate-Queensway (16),1396996680000,8.0,22,April,2014.0,B&E,House,1396996680000,8,Tuesday   ,98,22,April,2014
